file_name,motif_type,target,group,model,F1_Scores,F1
rna_motif-R1241TS156_1.stdout,Platform,R1241,SoutheRNA - 156,1,[],
rna_motif-R1241TS156_3.stdout,Platform,R1241,SoutheRNA - 156,3,[],
rna_motif-R1241TS156_4.stdout,Platform,R1241,SoutheRNA - 156,4,[],
rna_motif-R1241TS159_5.stdout,Platform,R1241,406 - 159,5,[],
rna_motif-R1241TS165_2.stdout,Platform,R1241,dfr - 165,2,[],
rna_motif-R1241TS165_3.stdout,Platform,R1241,dfr - 165,3,[],
rna_motif-R1241TS167_2.stdout,Platform,R1241,OpenComplex - 167,2,[],
rna_motif-R1241TS167_4.stdout,Platform,R1241,OpenComplex - 167,4,[],
rna_motif-R1241TS167_5.stdout,Platform,R1241,OpenComplex - 167,5,[],
rna_motif-R1241TS183_1.stdout,Platform,R1241,GuangzhouRNA-human - 183,1,[],
rna_motif-R1241TS183_2.stdout,Platform,R1241,GuangzhouRNA-human - 183,2,[],
rna_motif-R1241TS183_3.stdout,Platform,R1241,GuangzhouRNA-human - 183,3,[],
rna_motif-R1241TS183_4.stdout,Platform,R1241,GuangzhouRNA-human - 183,4,[],
rna_motif-R1241TS183_5.stdout,Platform,R1241,GuangzhouRNA-human - 183,5,[],
rna_motif-R1241TS189_1.stdout,Platform,R1241,LCBio - 189,1,[],
rna_motif-R1241TS189_3.stdout,Platform,R1241,LCBio - 189,3,[],
rna_motif-R1241TS208_1.stdout,Platform,R1241,falcon2 - S 208,1,[],
rna_motif-R1241TS208_2.stdout,Platform,R1241,falcon2 - S 208,2,[],
rna_motif-R1241TS208_3.stdout,Platform,R1241,falcon2 - S 208,3,[],
rna_motif-R1241TS208_4.stdout,Platform,R1241,falcon2 - S 208,4,[],
rna_motif-R1241TS208_5.stdout,Platform,R1241,falcon2 - S 208,5,[],
rna_motif-R1241TS231_3.stdout,Platform,R1241,B-LAB - 231,3,[],
rna_motif-R1241TS231_5.stdout,Platform,R1241,B-LAB - 231,5,[],
rna_motif-R1241TS235_5.stdout,Platform,R1241,isyslab-hust - 235,5,[],
rna_motif-R1241TS238_0.stdout,Platform,R1241,BRIQX - 238,0,[],
rna_motif-R1241TS238_1.stdout,Platform,R1241,BRIQX - 238,1,[],
rna_motif-R1241TS238_2.stdout,Platform,R1241,BRIQX - 238,2,[],
rna_motif-R1241TS238_3.stdout,Platform,R1241,BRIQX - 238,3,[],
rna_motif-R1241TS238_4.stdout,Platform,R1241,BRIQX - 238,4,[],
rna_motif-R1241TS241_1.stdout,Platform,R1241,elofsson - 241,1,[],
rna_motif-R1241TS241_2.stdout,Platform,R1241,elofsson - 241,2,[],
rna_motif-R1241TS241_3.stdout,Platform,R1241,elofsson - 241,3,[],
rna_motif-R1241TS241_4.stdout,Platform,R1241,elofsson - 241,4,[],
rna_motif-R1241TS241_5.stdout,Platform,R1241,elofsson - 241,5,[],
rna_motif-R1241TS261_4.stdout,Platform,R1241,UNRES - 261,4,[],
rna_motif-R1241TS272_1.stdout,Platform,R1241,GromihaLab - 272,1,[],
rna_motif-R1241TS272_2.stdout,Platform,R1241,GromihaLab - 272,2,[],
rna_motif-R1241TS272_3.stdout,Platform,R1241,GromihaLab - 272,3,[],
rna_motif-R1241TS286_1.stdout,Platform,R1241,CSSB_experimental - 286,1,[],
rna_motif-R1241TS286_2.stdout,Platform,R1241,CSSB_experimental - 286,2,[],
rna_motif-R1241TS286_3.stdout,Platform,R1241,CSSB_experimental - 286,3,[],
rna_motif-R1241TS286_4.stdout,Platform,R1241,CSSB_experimental - 286,4,[],
rna_motif-R1241TS286_5.stdout,Platform,R1241,CSSB_experimental - 286,5,[],
rna_motif-R1241TS294_1.stdout,Platform,R1241,KiharaLab - 294,1,[],
rna_motif-R1241TS298_1.stdout,Platform,R1241,ShanghaiTech-human - 298,1,[],
rna_motif-R1241TS304_1.stdout,Platform,R1241,AF3-server - S 304,1,[],
rna_motif-R1241TS304_2.stdout,Platform,R1241,AF3-server - S 304,2,[],
rna_motif-R1241TS304_3.stdout,Platform,R1241,AF3-server - S 304,3,[],
rna_motif-R1241TS304_4.stdout,Platform,R1241,AF3-server - S 304,4,[],
rna_motif-R1241TS304_5.stdout,Platform,R1241,AF3-server - S 304,5,[],
rna_motif-R1241TS307_2.stdout,Platform,R1241,nfRNA - 307,2,[],
rna_motif-R1241TS307_3.stdout,Platform,R1241,nfRNA - 307,3,[],
rna_motif-R1241TS317_1.stdout,Platform,R1241,GuangzhouRNA_AI - 317,1,[],
rna_motif-R1241TS317_2.stdout,Platform,R1241,GuangzhouRNA_AI - 317,2,[],
rna_motif-R1241TS317_3.stdout,Platform,R1241,GuangzhouRNA_AI - 317,3,[],
rna_motif-R1241TS317_4.stdout,Platform,R1241,GuangzhouRNA_AI - 317,4,[],
rna_motif-R1241TS317_5.stdout,Platform,R1241,GuangzhouRNA_AI - 317,5,[],
rna_motif-R1241TS325_5.stdout,Platform,R1241,405 - 325,5,[],
rna_motif-R1241TS338_1.stdout,Platform,R1241,GeneSilico - 338,1,[],
rna_motif-R1241TS338_2.stdout,Platform,R1241,GeneSilico - 338,2,[],
rna_motif-R1241TS338_3.stdout,Platform,R1241,GeneSilico - 338,3,[],
rna_motif-R1241TS338_4.stdout,Platform,R1241,GeneSilico - 338,4,[],
rna_motif-R1241TS338_5.stdout,Platform,R1241,GeneSilico - 338,5,[],
rna_motif-R1241TS369_1.stdout,Platform,R1241,Bhattacharya - 369,1,[],
rna_motif-R1241TS369_2.stdout,Platform,R1241,Bhattacharya - 369,2,[],
rna_motif-R1241TS369_5.stdout,Platform,R1241,Bhattacharya - 369,5,[],
rna_motif-R1241TS417_1.stdout,Platform,R1241,GuangzhouRNA-meta - 417,1,[],
rna_motif-R1241TS417_2.stdout,Platform,R1241,GuangzhouRNA-meta - 417,2,[],
rna_motif-R1241TS417_3.stdout,Platform,R1241,GuangzhouRNA-meta - 417,3,[],
rna_motif-R1241TS417_4.stdout,Platform,R1241,GuangzhouRNA-meta - 417,4,[],
rna_motif-R1241TS417_5.stdout,Platform,R1241,GuangzhouRNA-meta - 417,5,[],
rna_motif-R1241TS423_1.stdout,Platform,R1241,ShanghaiTech-server - S 423,1,[],
rna_motif-R1241TS435_1.stdout,Platform,R1241,RNAFOLDX - 435,1,[],
rna_motif-R1241TS435_2.stdout,Platform,R1241,RNAFOLDX - 435,2,[],
rna_motif-R1241TS435_3.stdout,Platform,R1241,RNAFOLDX - 435,3,[],
rna_motif-R1241TS435_4.stdout,Platform,R1241,RNAFOLDX - 435,4,[],
rna_motif-R1241TS435_5.stdout,Platform,R1241,RNAFOLDX - 435,5,[],
rna_motif-R1241TS448_1.stdout,Platform,R1241,dNAfold - 448,1,[],
rna_motif-R1241TS448_3.stdout,Platform,R1241,dNAfold - 448,3,[],
rna_motif-R1241TS450_3.stdout,Platform,R1241,OpenComplex_Server - S 450,3,[],
rna_motif-R1241TS450_5.stdout,Platform,R1241,OpenComplex_Server - S 450,5,[],
rna_motif-R1241TS456_1.stdout,Platform,R1241,Yang-Multimer - S 456,1,[],
rna_motif-R1241TS456_5.stdout,Platform,R1241,Yang-Multimer - S 456,5,[],
rna_motif-R1241TS481_1.stdout,Platform,R1241,Vfold - 481,1,[],
rna_motif-R1241TS481_2.stdout,Platform,R1241,Vfold - 481,2,[],
rna_motif-R1241TS481_3.stdout,Platform,R1241,Vfold - 481,3,[],
rna_motif-R1241TS481_4.stdout,Platform,R1241,Vfold - 481,4,[],
rna_motif-R1241TS481_5.stdout,Platform,R1241,Vfold - 481,5,[],
rna_motif-R1242TS006_2.stdout,Platform,R1242,RNA_Dojo - 006,2,[0],0.0
rna_motif-R1242TS028_2.stdout,Platform,R1242,NKRNA-s - S 028,2,[0],0.0
rna_motif-R1242TS033_1.stdout,Platform,R1242,Diff - 033,1,[0.4],0.4
rna_motif-R1242TS033_2.stdout,Platform,R1242,Diff - 033,2,[0.5],0.5
rna_motif-R1242TS033_3.stdout,Platform,R1242,Diff - 033,3,[0.5],0.5
rna_motif-R1242TS033_4.stdout,Platform,R1242,Diff - 033,4,[0.5],0.5
rna_motif-R1242TS033_5.stdout,Platform,R1242,Diff - 033,5,[0.5],0.5
rna_motif-R1242TS052_1.stdout,Platform,R1242,Yang-Server - S 052,1,[0.4],0.4
rna_motif-R1242TS052_2.stdout,Platform,R1242,Yang-Server - S 052,2,[0.5],0.5
rna_motif-R1242TS052_3.stdout,Platform,R1242,Yang-Server - S 052,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS063_1.stdout,Platform,R1242,RNApolis - 063,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS063_2.stdout,Platform,R1242,RNApolis - 063,2,[0.5],0.5
rna_motif-R1242TS063_3.stdout,Platform,R1242,RNApolis - 063,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS063_4.stdout,Platform,R1242,RNApolis - 063,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS156_2.stdout,Platform,R1242,SoutheRNA - 156,2,[0],0.0
rna_motif-R1242TS156_4.stdout,Platform,R1242,SoutheRNA - 156,4,[0],0.0
rna_motif-R1242TS156_5.stdout,Platform,R1242,SoutheRNA - 156,5,[0],0.0
rna_motif-R1242TS159_3.stdout,Platform,R1242,406 - 159,3,[0.5],0.5
rna_motif-R1242TS159_4.stdout,Platform,R1242,406 - 159,4,[0.5],0.5
rna_motif-R1242TS159_5.stdout,Platform,R1242,406 - 159,5,[0.5],0.5
rna_motif-R1242TS165_2.stdout,Platform,R1242,dfr - 165,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS165_3.stdout,Platform,R1242,dfr - 165,3,[0],0.0
rna_motif-R1242TS165_4.stdout,Platform,R1242,dfr - 165,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS167_2.stdout,Platform,R1242,OpenComplex - 167,2,[0.4],0.4
rna_motif-R1242TS167_4.stdout,Platform,R1242,OpenComplex - 167,4,[0.4],0.4
rna_motif-R1242TS167_5.stdout,Platform,R1242,OpenComplex - 167,5,[0.4],0.4
rna_motif-R1242TS183_1.stdout,Platform,R1242,GuangzhouRNA-human - 183,1,[0.5],0.5
rna_motif-R1242TS183_2.stdout,Platform,R1242,GuangzhouRNA-human - 183,2,[0.5],0.5
rna_motif-R1242TS183_3.stdout,Platform,R1242,GuangzhouRNA-human - 183,3,[0.5],0.5
rna_motif-R1242TS183_4.stdout,Platform,R1242,GuangzhouRNA-human - 183,4,[0.5],0.5
rna_motif-R1242TS183_5.stdout,Platform,R1242,GuangzhouRNA-human - 183,5,[0.5],0.5
rna_motif-R1242TS189_1.stdout,Platform,R1242,LCBio - 189,1,[0.5],0.5
rna_motif-R1242TS189_2.stdout,Platform,R1242,LCBio - 189,2,[0.5],0.5
rna_motif-R1242TS189_3.stdout,Platform,R1242,LCBio - 189,3,[0.5],0.5
rna_motif-R1242TS208_1.stdout,Platform,R1242,falcon2 - S 208,1,[0.4],0.4
rna_motif-R1242TS208_2.stdout,Platform,R1242,falcon2 - S 208,2,[0.5],0.5
rna_motif-R1242TS208_3.stdout,Platform,R1242,falcon2 - S 208,3,[0.5],0.5
rna_motif-R1242TS208_4.stdout,Platform,R1242,falcon2 - S 208,4,[0.5],0.5
rna_motif-R1242TS208_5.stdout,Platform,R1242,falcon2 - S 208,5,[0.4],0.4
rna_motif-R1242TS231_2.stdout,Platform,R1242,B-LAB - 231,2,[0],0.0
rna_motif-R1242TS231_5.stdout,Platform,R1242,B-LAB - 231,5,[0],0.0
rna_motif-R1242TS235_5.stdout,Platform,R1242,isyslab-hust - 235,5,[0.4],0.4
rna_motif-R1242TS238_0.stdout,Platform,R1242,BRIQX - 238,0,[0.5],0.5
rna_motif-R1242TS238_1.stdout,Platform,R1242,BRIQX - 238,1,[0.5],0.5
rna_motif-R1242TS238_2.stdout,Platform,R1242,BRIQX - 238,2,[0.5],0.5
rna_motif-R1242TS238_3.stdout,Platform,R1242,BRIQX - 238,3,[0.5],0.5
rna_motif-R1242TS238_4.stdout,Platform,R1242,BRIQX - 238,4,[0.4],0.4
rna_motif-R1242TS241_1.stdout,Platform,R1242,elofsson - 241,1,[0.5],0.5
rna_motif-R1242TS241_2.stdout,Platform,R1242,elofsson - 241,2,[0.5],0.5
rna_motif-R1242TS241_3.stdout,Platform,R1242,elofsson - 241,3,[0.4],0.4
rna_motif-R1242TS241_4.stdout,Platform,R1242,elofsson - 241,4,[0.5],0.5
rna_motif-R1242TS241_5.stdout,Platform,R1242,elofsson - 241,5,[0.5],0.5
rna_motif-R1242TS272_1.stdout,Platform,R1242,GromihaLab - 272,1,[0.5],0.5
rna_motif-R1242TS272_2.stdout,Platform,R1242,GromihaLab - 272,2,[0.4],0.4
rna_motif-R1242TS272_3.stdout,Platform,R1242,GromihaLab - 272,3,[0.5],0.5
rna_motif-R1242TS272_4.stdout,Platform,R1242,GromihaLab - 272,4,[0.5],0.5
rna_motif-R1242TS272_5.stdout,Platform,R1242,GromihaLab - 272,5,[0.5],0.5
rna_motif-R1242TS286_2.stdout,Platform,R1242,CSSB_experimental - 286,2,[0],0.0
rna_motif-R1242TS286_5.stdout,Platform,R1242,CSSB_experimental - 286,5,[0],0.0
rna_motif-R1242TS294_1.stdout,Platform,R1242,KiharaLab - 294,1,[0.4],0.4
rna_motif-R1242TS294_2.stdout,Platform,R1242,KiharaLab - 294,2,[0.5],0.5
rna_motif-R1242TS294_3.stdout,Platform,R1242,KiharaLab - 294,3,[0.4],0.4
rna_motif-R1242TS298_1.stdout,Platform,R1242,ShanghaiTech-human - 298,1,[0.5],0.5
rna_motif-R1242TS304_1.stdout,Platform,R1242,AF3-server - S 304,1,[0.5],0.5
rna_motif-R1242TS304_2.stdout,Platform,R1242,AF3-server - S 304,2,[0.5],0.5
rna_motif-R1242TS304_3.stdout,Platform,R1242,AF3-server - S 304,3,[0.5],0.5
rna_motif-R1242TS304_4.stdout,Platform,R1242,AF3-server - S 304,4,[0.5],0.5
rna_motif-R1242TS304_5.stdout,Platform,R1242,AF3-server - S 304,5,[0.5],0.5
rna_motif-R1242TS307_2.stdout,Platform,R1242,nfRNA - 307,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS307_3.stdout,Platform,R1242,nfRNA - 307,3,[0],0.0
rna_motif-R1242TS307_4.stdout,Platform,R1242,nfRNA - 307,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS325_3.stdout,Platform,R1242,405 - 325,3,[0.5],0.5
rna_motif-R1242TS325_4.stdout,Platform,R1242,405 - 325,4,[0.5],0.5
rna_motif-R1242TS325_5.stdout,Platform,R1242,405 - 325,5,[0.5],0.5
rna_motif-R1242TS338_1.stdout,Platform,R1242,GeneSilico - 338,1,[0],0.0
rna_motif-R1242TS338_2.stdout,Platform,R1242,GeneSilico - 338,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS338_3.stdout,Platform,R1242,GeneSilico - 338,3,[0],0.0
rna_motif-R1242TS358_3.stdout,Platform,R1242,PerezLab_Gators - 358,3,[0],0.0
rna_motif-R1242TS369_1.stdout,Platform,R1242,Bhattacharya - 369,1,[0.5],0.5
rna_motif-R1242TS369_2.stdout,Platform,R1242,Bhattacharya - 369,2,[0.5],0.5
rna_motif-R1242TS417_1.stdout,Platform,R1242,GuangzhouRNA-meta - 417,1,[0.5],0.5
rna_motif-R1242TS417_2.stdout,Platform,R1242,GuangzhouRNA-meta - 417,2,[0.5],0.5
rna_motif-R1242TS417_3.stdout,Platform,R1242,GuangzhouRNA-meta - 417,3,[0.5],0.5
rna_motif-R1242TS417_4.stdout,Platform,R1242,GuangzhouRNA-meta - 417,4,[0.5],0.5
rna_motif-R1242TS417_5.stdout,Platform,R1242,GuangzhouRNA-meta - 417,5,[0.5],0.5
rna_motif-R1242TS423_1.stdout,Platform,R1242,ShanghaiTech-server - S 423,1,[0.5],0.5
rna_motif-R1242TS435_1.stdout,Platform,R1242,RNAFOLDX - 435,1,[0.5],0.5
rna_motif-R1242TS435_2.stdout,Platform,R1242,RNAFOLDX - 435,2,[0.5],0.5
rna_motif-R1242TS435_3.stdout,Platform,R1242,RNAFOLDX - 435,3,[0.5],0.5
rna_motif-R1242TS450_3.stdout,Platform,R1242,OpenComplex_Server - S 450,3,[0.4],0.4
rna_motif-R1242TS450_4.stdout,Platform,R1242,OpenComplex_Server - S 450,4,[0.4],0.4
rna_motif-R1242TS450_5.stdout,Platform,R1242,OpenComplex_Server - S 450,5,[0.4],0.4
rna_motif-R1242TS456_1.stdout,Platform,R1242,Yang-Multimer - S 456,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS462_2.stdout,Platform,R1242,Zheng - 462,2,[0],0.0
rna_motif-R1242TS481_1.stdout,Platform,R1242,Vfold - 481,1,[0.4],0.4
rna_motif-R1242TS481_2.stdout,Platform,R1242,Vfold - 481,2,[0.5],0.5
rna_motif-R1242TS481_3.stdout,Platform,R1242,Vfold - 481,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1242TS481_4.stdout,Platform,R1242,Vfold - 481,4,[0],0.0
rna_motif-R1242TS481_5.stdout,Platform,R1242,Vfold - 481,5,[0.4],0.4
rna_motif-R1248TS006_3.stdout,Platform,R1248,RNA_Dojo - 006,3,[0],0.0
rna_motif-R1248TS006_5.stdout,Platform,R1248,RNA_Dojo - 006,5,[0],0.0
rna_motif-R1248TS033_1.stdout,Platform,R1248,Diff - 033,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS033_2.stdout,Platform,R1248,Diff - 033,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS033_3.stdout,Platform,R1248,Diff - 033,3,[0.4],0.4
rna_motif-R1248TS033_4.stdout,Platform,R1248,Diff - 033,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS033_5.stdout,Platform,R1248,Diff - 033,5,[0.4],0.4
rna_motif-R1248TS052_1.stdout,Platform,R1248,Yang-Server - S 052,1,[0.4],0.4
rna_motif-R1248TS052_2.stdout,Platform,R1248,Yang-Server - S 052,2,[0.4],0.4
rna_motif-R1248TS052_3.stdout,Platform,R1248,Yang-Server - S 052,3,[0.4],0.4
rna_motif-R1248TS052_4.stdout,Platform,R1248,Yang-Server - S 052,4,[0.4],0.4
rna_motif-R1248TS052_5.stdout,Platform,R1248,Yang-Server - S 052,5,[0],0.0
rna_motif-R1248TS063_2.stdout,Platform,R1248,RNApolis - 063,2,[0.4],0.4
rna_motif-R1248TS063_4.stdout,Platform,R1248,RNApolis - 063,4,[0],0.0
rna_motif-R1248TS094_3.stdout,Platform,R1248,SimRNA-server - S 094,3,[0],0.0
rna_motif-R1248TS094_4.stdout,Platform,R1248,SimRNA-server - S 094,4,[0],0.0
rna_motif-R1248TS156_1.stdout,Platform,R1248,SoutheRNA - 156,1,[0],0.0
rna_motif-R1248TS156_4.stdout,Platform,R1248,SoutheRNA - 156,4,[0],0.0
rna_motif-R1248TS167_1.stdout,Platform,R1248,OpenComplex - 167,1,[0],0.0
rna_motif-R1248TS167_2.stdout,Platform,R1248,OpenComplex - 167,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS167_3.stdout,Platform,R1248,OpenComplex - 167,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS167_4.stdout,Platform,R1248,OpenComplex - 167,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS167_5.stdout,Platform,R1248,OpenComplex - 167,5,[0.5714285714285715],0.5714285714285715
rna_motif-R1248TS183_1.stdout,Platform,R1248,GuangzhouRNA-human - 183,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS183_2.stdout,Platform,R1248,GuangzhouRNA-human - 183,2,[0.4],0.4
rna_motif-R1248TS183_3.stdout,Platform,R1248,GuangzhouRNA-human - 183,3,[0.4],0.4
rna_motif-R1248TS183_4.stdout,Platform,R1248,GuangzhouRNA-human - 183,4,[0.4],0.4
rna_motif-R1248TS183_5.stdout,Platform,R1248,GuangzhouRNA-human - 183,5,[0.4],0.4
rna_motif-R1248TS189_1.stdout,Platform,R1248,LCBio - 189,1,[0.28571428571428575],0.28571428571428575
rna_motif-R1248TS189_2.stdout,Platform,R1248,LCBio - 189,2,[0.4],0.4
rna_motif-R1248TS189_3.stdout,Platform,R1248,LCBio - 189,3,[0.8571428571428571],0.8571428571428571
rna_motif-R1248TS208_1.stdout,Platform,R1248,falcon2 - S 208,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS208_2.stdout,Platform,R1248,falcon2 - S 208,2,[0.3333333333333333],0.3333333333333333
rna_motif-R1248TS208_3.stdout,Platform,R1248,falcon2 - S 208,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS208_4.stdout,Platform,R1248,falcon2 - S 208,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS208_5.stdout,Platform,R1248,falcon2 - S 208,5,[0.5714285714285715],0.5714285714285715
rna_motif-R1248TS231_4.stdout,Platform,R1248,B-LAB - 231,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS231_5.stdout,Platform,R1248,B-LAB - 231,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS235_5.stdout,Platform,R1248,isyslab-hust - 235,5,[0.5714285714285715],0.5714285714285715
rna_motif-R1248TS238_0.stdout,Platform,R1248,BRIQX - 238,0,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS238_1.stdout,Platform,R1248,BRIQX - 238,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS238_2.stdout,Platform,R1248,BRIQX - 238,2,[0.4],0.4
rna_motif-R1248TS238_3.stdout,Platform,R1248,BRIQX - 238,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS238_4.stdout,Platform,R1248,BRIQX - 238,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS241_1.stdout,Platform,R1248,elofsson - 241,1,[0.5714285714285715],0.5714285714285715
rna_motif-R1248TS241_2.stdout,Platform,R1248,elofsson - 241,2,[0.4],0.4
rna_motif-R1248TS241_3.stdout,Platform,R1248,elofsson - 241,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS241_4.stdout,Platform,R1248,elofsson - 241,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS241_5.stdout,Platform,R1248,elofsson - 241,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS272_1.stdout,Platform,R1248,GromihaLab - 272,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS272_4.stdout,Platform,R1248,GromihaLab - 272,4,[0.4],0.4
rna_motif-R1248TS286_1.stdout,Platform,R1248,CSSB_experimental - 286,1,[0],0.0
rna_motif-R1248TS286_2.stdout,Platform,R1248,CSSB_experimental - 286,2,[0.4],0.4
rna_motif-R1248TS286_3.stdout,Platform,R1248,CSSB_experimental - 286,3,[0],0.0
rna_motif-R1248TS286_4.stdout,Platform,R1248,CSSB_experimental - 286,4,[0],0.0
rna_motif-R1248TS286_5.stdout,Platform,R1248,CSSB_experimental - 286,5,[0],0.0
rna_motif-R1248TS294_1.stdout,Platform,R1248,KiharaLab - 294,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS294_2.stdout,Platform,R1248,KiharaLab - 294,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS294_3.stdout,Platform,R1248,KiharaLab - 294,3,[0.4],0.4
rna_motif-R1248TS294_4.stdout,Platform,R1248,KiharaLab - 294,4,[0.3333333333333333],0.3333333333333333
rna_motif-R1248TS298_1.stdout,Platform,R1248,ShanghaiTech-human - 298,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS304_1.stdout,Platform,R1248,AF3-server - S 304,1,[0.5714285714285715],0.5714285714285715
rna_motif-R1248TS304_2.stdout,Platform,R1248,AF3-server - S 304,2,[0.8571428571428571],0.8571428571428571
rna_motif-R1248TS304_3.stdout,Platform,R1248,AF3-server - S 304,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS304_4.stdout,Platform,R1248,AF3-server - S 304,4,[0.4],0.4
rna_motif-R1248TS304_5.stdout,Platform,R1248,AF3-server - S 304,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS306_1.stdout,Platform,R1248,GeneSilicoRNA-server - S 306,1,[0.4],0.4
rna_motif-R1248TS317_1.stdout,Platform,R1248,GuangzhouRNA_AI - 317,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS317_2.stdout,Platform,R1248,GuangzhouRNA_AI - 317,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS317_3.stdout,Platform,R1248,GuangzhouRNA_AI - 317,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS317_4.stdout,Platform,R1248,GuangzhouRNA_AI - 317,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS317_5.stdout,Platform,R1248,GuangzhouRNA_AI - 317,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS338_1.stdout,Platform,R1248,GeneSilico - 338,1,[0.4],0.4
rna_motif-R1248TS338_2.stdout,Platform,R1248,GeneSilico - 338,2,[0.4],0.4
rna_motif-R1248TS338_3.stdout,Platform,R1248,GeneSilico - 338,3,[0.4],0.4
rna_motif-R1248TS369_1.stdout,Platform,R1248,Bhattacharya - 369,1,[0.8571428571428571],0.8571428571428571
rna_motif-R1248TS417_1.stdout,Platform,R1248,GuangzhouRNA-meta - 417,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS417_2.stdout,Platform,R1248,GuangzhouRNA-meta - 417,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS417_3.stdout,Platform,R1248,GuangzhouRNA-meta - 417,3,[0.3333333333333333],0.3333333333333333
rna_motif-R1248TS417_4.stdout,Platform,R1248,GuangzhouRNA-meta - 417,4,[0.8571428571428571],0.8571428571428571
rna_motif-R1248TS417_5.stdout,Platform,R1248,GuangzhouRNA-meta - 417,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS423_1.stdout,Platform,R1248,ShanghaiTech-server - S 423,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS435_1.stdout,Platform,R1248,RNAFOLDX - 435,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS435_2.stdout,Platform,R1248,RNAFOLDX - 435,2,[0.5714285714285715],0.5714285714285715
rna_motif-R1248TS435_3.stdout,Platform,R1248,RNAFOLDX - 435,3,[0.8571428571428571],0.8571428571428571
rna_motif-R1248TS435_4.stdout,Platform,R1248,RNAFOLDX - 435,4,[0.5714285714285715],0.5714285714285715
rna_motif-R1248TS435_5.stdout,Platform,R1248,RNAFOLDX - 435,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS439_4.stdout,Platform,R1248,Dokholyan - 439,4,[0],0.0
rna_motif-R1248TS450_1.stdout,Platform,R1248,OpenComplex_Server - S 450,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS450_2.stdout,Platform,R1248,OpenComplex_Server - S 450,2,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS450_3.stdout,Platform,R1248,OpenComplex_Server - S 450,3,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS450_4.stdout,Platform,R1248,OpenComplex_Server - S 450,4,[0.5714285714285715],0.5714285714285715
rna_motif-R1248TS450_5.stdout,Platform,R1248,OpenComplex_Server - S 450,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1248TS456_1.stdout,Platform,R1248,Yang-Multimer - S 456,1,[0],0.0
rna_motif-R1248TS481_1.stdout,Platform,R1248,Vfold - 481,1,[0.4],0.4
rna_motif-R1248TS481_2.stdout,Platform,R1248,Vfold - 481,2,[0.4],0.4
rna_motif-R1248TS481_4.stdout,Platform,R1248,Vfold - 481,4,[0.4],0.4
